Etablissement;Filière de formation;Filière de formation très détaillée;Capacité de l’établissement par formation;Dont effectif des admis néo bacheliers sans information sur la mention au bac;Dont effectif des admis néo bacheliers sans mention au bac;Dont effectif des admis néo bacheliers avec mention Assez Bien au bac;Dont effectif des admis néo bacheliers avec mention Bien au bac;Dont effectif des admis néo bacheliers avec mention Très Bien au bac;Dont effectif des admis néo bacheliers avec mention Très Bien avec félicitations au bac;% d’admis néo bacheliers sans information sur la mention au bac;% d’admis néo bacheliers sans mention au bac;% d’admis néo bacheliers avec mention Assez Bien au bac;% d’admis néo bacheliers avec mention Bien au bac;% d’admis néo bacheliers avec mention Très Bien au bac;% d’admis néo bacheliers avec mention Très Bien avec félicitations au bac;Effectif total des candidats ayant accepté la proposition de l’établissement (admis);Effectif total des candidats pour une formation
ESAA Boulle;DN MADE - Objet - Spécialité : Restauration de mobilier - Créateur-concepteur - décor et restauration en mobiliers d?exception;Spécialité : Restauration de mobilier - Créateur-concepteur - décor et restauration en mobiliers d?exception;4;0;0;0;0;0;0;0;0;0;0;0;0;4;330
ELISA Aerospace Hauts de France;Formation d'ingénieur Bac + 5 - Bac +1/+2;Bac +1/+2;4;0;0;0;0;0;0;0;0;0;0;0;0;4;218
ESAA Boulle;DN MADE - Objet - Spécialité : Marqueterie - Créateur-concepteur - décor et restauration en mobiliers d?exception;Spécialité : Marqueterie - Créateur-concepteur - décor et restauration en mobiliers d?exception;4;0;0;1;0;1;0;0;0;50;0;50;0;4;172
Centre de Ressources, d-Expertise et de Performance Sportive d-Auvergne Rhône-Alpes Vallon-Pont-d'Arc (CREPS);BPJEPS - Spécialité Educateur sportif - Mention Canoë-Kayak en eau vive;;4;0;1;0;1;0;0;0;50;0;50;0;0;2;14
ESAA Boulle;DN MADE - Objet - Spécialité : Ciselure - Créateur-concepteur - volume et décor d?exception;Spécialité : Ciselure - Créateur-concepteur - volume et décor d?exception;4;0;0;0;0;3;0;0;0;0;0;100;0;4;98
Lycée Vauban;BTS - Production - Electrotechnique - parcours Marine Nationale/Maistrance-Défense;parcours Marine Nationale/Maistrance-Défense;4;0;0;1;1;0;0;0;0;50;50;0;0;4;91
Lycée Paul Langevin;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - Parcours Marine Nationale / Maistrance - Défense;Parcours Marine Nationale / Maistrance - Défense;4;0;2;0;1;1;0;0;50;0;25;25;0;4;106
Lycée Vauban;BTS - Production - Motorisations toutes énergies - parcours Marine Nationale/Maistrance-Défense;parcours Marine Nationale/Maistrance-Défense;4;0;1;1;2;0;0;0;25;25;50;0;0;4;65
Université Lumière - Lyon 2;Licence - Administration économique et sociale;Administration économique et sociale - LEA Anglais Arabe;4;0;1;2;0;0;0;0;33;67;0;0;0;5;201
Ecole supérieure européenne de l'intervention sociale;D.E Educateur Technique Spécialisé;;4;0;0;1;0;0;0;0;0;100;0;0;0;2;19
ESEO Angers;Formation d'ingénieur Bac + 5 - Bac +1/+2;Bac +1/+2;4;0;0;0;0;0;0;0;0;0;0;0;0;3;160
Université Savoie Mont Blanc - Bourget-du-Lac;Licence - Portail Mathématiques - MPC (tronc commun en L1 avec Physique-Chimie);MPC (tronc commun en L1 avec Physique-Chimie );4;0;1;0;0;0;0;0;100;0;0;0;0;2;147
Sciences Po Lyon - Institut d'Etudes Politiques - campus de Saint-Etienne;Double diplôme  Sciences Po Lyon (Grade Master) - Licence  (Université Jean Monnet);Double diplôme  Sciences Po Lyon (Grade Master) - Licence d?Economie (Université Jean Monnet/ Saint-Étienne School of Economics);4;0;0;0;1;2;1;0;0;0;25;50;25;4;238
UniLaSalle Rouen;Formation Bac+6 - Bac STAV;Bac STAV;4;0;0;2;1;0;0;0;0;67;33;0;0;3;7
Centre de Ressources, d'Expertise et de Performance Sportive d'Ile de France (CREPS);BPJEPS - Spécialité Educateur sportif - Mention Activités de la forme;;4;0;1;1;0;0;0;0;50;50;0;0;0;4;457
Centre de Ressources, d'Expertise et de Performance Sportive de Nantes (CREPS);BPJEPS - Spécialité Educateur sportif - Mention Activités aquatiques et de la natation;;4;0;0;1;0;0;0;0;0;100;0;0;0;3;61
Sciences Po Lyon - Institut d'Etudes Politiques - campus de Saint-Etienne;Double diplôme  Sciences Po Lyon (Grade Master) - Licence  (Université Jean Monnet);Double diplôme  Sciences Po Lyon (Grade Master) - Licence de Droit (Université Jean Monnet);4;0;0;0;0;3;0;0;0;0;0;100;0;3;404
Institut national universitaire Champollion;Licence - Portail Parcours Sciences Politiques;Parcours Sciences Politiques : Géographie et aménagement;4;0;0;0;3;1;0;0;0;0;75;25;0;4;148
ESAA Boulle;DN MADE - Objet - Spécialité : gravure ornementale - Créateur-concepteur - ornement et objet d?exception;Spécialité : gravure ornementale - Créateur-concepteur - ornement et objet d?exception;4;0;0;1;0;1;0;0;0;50;0;50;0;4;117
Université Paris 2 Panthéon - Assas;Licence - Double diplôme - Licence Droit - Juriste européen Paris Berlin Amsterdam;Juriste européen Paris Berlin Amsterdam;4;0;0;0;1;3;0;0;0;0;25;75;0;4;302
ESAA Boulle;DN MADE - Objet - Spécialité : Gravure en Modelé - Créateur-concepteur - volume et décor d?exception;Spécialité : Gravure en Modelé - Créateur-concepteur - volume et décor d?exception;4;0;0;0;1;0;0;0;0;0;100;0;0;4;159
Facultés libres de l'Ouest - UCO ANGERS;Licence - Portail Langues étrangères appliquées - Anglais - Allemand;Anglais - Allemand;4;0;0;0;1;0;0;0;0;0;100;0;0;2;33
CREPS d'Ile de France - Antenne de Vaires-sur-Marne;BPJEPS - Spécialité Educateur sportif - Mention Activités de la forme;;4;0;0;0;0;0;0;0;0;0;0;0;0;4;375
Lycée professionnel La Coudoulière;FCIL - Véhicules nautiques motorisés (Jet ski);Véhicules nautiques motorisés (Jet ski);4;0;0;1;1;1;0;0;0;33;33;33;0;3;41
Centre de Ressources, d'Expertise et de Performance Sportive de Reims (CREPS);BPJEPS - Spécialité Educateur sportif - Mention Activités aquatiques et de la natation;;4;0;0;0;1;0;0;0;0;0;100;0;0;4;67
ISEN Brest;Formation d'ingénieur Bac + 5 - Bac +1/+2;Bac +1/+2;4;0;0;0;0;0;0;0;0;0;0;0;0;4;193
ISARA;Formation d'ingénieur Bac + 5 - Voie d'accès bac technologique;Voie d'accès bac technologique;4;0;0;1;5;2;0;0;0;12;62;25;0;8;46
Lycée Edouard Branly;BTS - Production - Electrotechnique - Parcours Marine Nationale/Maistrance-Défense;Parcours Marine Nationale/Maistrance-Défense;4;0;3;1;0;0;0;0;75;25;0;0;0;5;50
EFREI Bordeaux;Formation d'ingénieur Bac + 5 - Bac +1/+2;Bac +1/+2;4;0;0;0;0;0;0;0;0;0;0;0;0;2;183
Institut national universitaire Champollion;Licence - Portail Informatique - Programmation informatique pour l'entreprise et l'innovation technologique;Programmation informatique pour l'entreprise et l'innovation technologique;3;0;0;2;0;0;0;0;0;100;0;0;0;3;80
ESAIP Angers;Formation d'ingénieur Bac + 5 - Bac +1/+2;Bac +1/+2;3;0;0;0;0;0;0;0;0;0;0;0;0;1;159
Sup'Biotech Lyon;Formation d'ingénieur Bac + 5 - Bac STL;Bac STL;3;0;0;0;1;0;0;0;0;0;100;0;0;1;19
Centre de Ressources, d'Expertise et de Performance Sportive de Toulouse (CREPS);BPJEPS - Spécialité Educateur sportif - Mention Activités aquatiques et de la natation;;3;0;2;0;0;0;0;0;100;0;0;0;0;3;70
Lycée Rouvière;BTS - Production - Traitement des matériaux - Parcours Marine Nationale / Maistrance - Défense;Parcours Marine Nationale / Maistrance - Défense;3;0;2;0;0;0;0;0;100;0;0;0;0;2;53
IRTS de Franche-Comté;D.E Educateur Technique Spécialisé;;3;0;1;1;0;0;0;0;50;50;0;0;0;2;16
Université Savoie Mont Blanc - Bourget-du-Lac;Licence - Portail Mathématiques - MISPI (tronc commun avec Sciences pour l ?ingénieur);MISPI (tronc commun avec Sciences pour l?ingénieur et Informatique);3;0;0;2;0;0;0;0;0;100;0;0;0;2;60
Lycée Jules Ferry;BTS - Production - Systèmes numériques - Option électronique et communication - Parcours Armée de Terre / Défense;Parcours Armée de Terre / Défense;3;0;1;0;1;0;0;0;50;0;50;0;0;2;183
CREPS Rhône-Alpes - Site de Voiron;BPJEPS - Spécialité Educateur sportif - Mention Tennis de table;;3;0;0;0;0;0;0;0;0;0;0;0;0;0;19
Le Mans Université;Licence - Portail Mathématiques - Mathématiques et Applications - HORS parcours Sciences actuarielles et financières;Mathématiques et Applications - HORS parcours Sciences actuarielles et financières;3;0;0;1;1;0;0;0;0;50;50;0;0;3;96
Centre de Ressources, d'Expertise et de Performance Sportive de la Réunion (CREPS);BPJEPS - Spécialité Educateur sportif - Mention Activités de la forme;;3;0;0;1;1;0;0;0;0;50;50;0;0;3;105
Centre de Ressources, d'Expertise et de Performance Sportive de Nancy (CREPS);BPJEPS - Spécialité Educateur sportif - Mention Activités de la forme;;3;0;0;0;0;0;0;0;0;0;0;0;0;3;129
IPSO FORMATIONS - Campus GRENOBLE;BPJEPS - Spécialité Educateur sportif - Mention Activités physiques pour tous;Option : Football, Handball, Basket-ball ou Rugby - en 22 mois;3;0;0;0;0;0;0;0;0;0;0;0;0;0;193
IPSO FORMATIONS - Campus LYON;BPJEPS - Spécialité Educateur sportif - Mention Activités physiques pour tous;en 10 mois;3;0;0;0;0;0;0;0;0;0;0;0;0;0;204
Centre de Ressources, d'Expertise et de Performance Sportive de Nancy (CREPS);BPJEPS - Spécialité Educateur sportif - Mention Activités physiques pour tous;;3;0;1;1;0;0;0;0;50;50;0;0;0;3;196
CPBx (ESTIA);Formation d'ingénieur Bac + 5 - Bacs généraux - 1 Science;Bacs généraux - 1 Science;3;0;1;0;2;0;0;0;33;0;67;0;0;3;35
Lycée St Joseph - LaSalle Lorient;BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air - parcours Marine Nationale / Maistrance-défense;parcours Marine Nationale / Maistrance-défense;3;0;0;1;0;0;0;0;0;100;0;0;0;2;19
CREPS de Dijon - Antenne de Besançon;BPJEPS - Spécialité Educateur sportif - Mention Activités physiques pour tous;;3;0;2;0;0;0;0;0;100;0;0;0;0;2;257
Lycée Catholique St Charles;Formation d'ingénieur Bac + 5 - Bacs technologiques;Bacs Technologiques;3;0;0;1;0;0;0;0;0;100;0;0;0;1;34
Institut National du Patrimoine (département des restaurateurs);Conservation-restauration des biens culturels - spécialité Sculpture;spécialité Sculpture;3;0;0;0;0;0;0;0;0;0;0;0;0;2;13
Université Lyon 2 - Campus Porte des Alpes;Licence - Sciences du langage;LEA Anglais allemand;3;0;0;0;0;0;0;0;0;0;0;0;0;3;35
CPBx (ENSGTI);Formation d'ingénieur Bac + 5 - bac général;bac général;3;0;0;0;1;0;0;0;0;0;100;0;0;3;56
Centre de Ressources, d'Expertise et de Performance Sportive de Nancy (CREPS);BPJEPS - Spécialité Educateur sportif - Mention Activités aquatiques et de la natation;;3;0;1;0;0;0;0;0;100;0;0;0;0;3;41
Centre de Ressources, d'Expertise et de Performance Sportive Bordeaux-Aquitaine (CREPS);BPJEPS - Spécialité Educateur sportif - Mention Activités aquatiques et de la natation;;3;0;1;0;0;0;0;0;100;0;0;0;0;4;88
Centre de Ressources, d'Expertise et de Performance Sportive de la Réunion (CREPS);BPJEPS - Spécialité Educateur sportif - Mention Activités physiques pour tous;;3;0;0;0;0;0;0;0;0;0;0;0;0;3;114
Centre de Ressources, d'Expertise et de Performance Sportive de Dijon (CREPS);BPJEPS - Spécialité Educateur sportif - Mention Activités aquatiques et de la natation;;3;0;0;0;0;0;0;0;0;0;0;0;0;3;30
ESAIP Aix-en-Provence;Formation d'ingénieur Bac + 5 - Bacs généraux - 1 Science;Bacs généraux - 1 Science;3;0;0;1;0;0;0;0;0;100;0;0;0;1;31
Centre de Ressources, d'Expertise et de Performance Sportive Bordeaux-Aquitaine (CREPS);BPJEPS - Spécialité Educateur sportif - Mention Activités aquatiques et de la natation;;3;0;2;0;0;0;0;0;100;0;0;0;0;4;84
ISEN Nantes;Formation d'ingénieur Bac + 5 - Bac +1/+2;Bac +1/+2;3;0;0;0;0;0;0;0;0;0;0;0;0;5;198
CPBx (ESTIA);Formation d'ingénieur Bac + 5 - Bac +1/+2;Bac +1/+2;3;0;0;0;0;0;0;0;0;0;0;0;0;3;174
Le Mans Université;Licence - Portail Physique, chimie - Parcours physique-chimie / physique franco-allemand;Parcours physique-chimie / physique franco-allemand;3;0;0;0;1;0;0;0;0;0;100;0;0;1;104
Lycée Rouvière;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - Parcours Marine Nationale / Maistrance - Défense;Parcours Marine Nationale / Maistrance - Défense;3;0;0;1;1;0;0;0;0;50;50;0;0;2;55
Lycée professionnel La Coudoulière;BTS - Maritime - Mécatronique Navale;;3;0;0;1;1;0;0;0;0;50;50;0;0;2;101
ESAA Boulle;DN MADE - Objet - Spécialité : Tournage d?art- Créateur-concepteur métal - objet d?exception;Spécialité : Tournage d?art- Créateur-concepteur métal - objet d?exception;3;0;0;2;0;0;0;0;0;100;0;0;0;3;66
Sciences Po - campus du Havre - Institut d'études politiques;Double diplôme Sciences Po - Hong Kong University;Double diplôme Sciences Po - Hong Kong University;3;0;0;0;0;3;3;0;0;0;0;50;50;6;113
Institut National du Patrimoine (département des restaurateurs);Conservation-restauration des biens culturels - spécialité Peinture;spécialité Peinture;3;0;0;0;0;0;0;0;0;0;0;0;0;3;41
Institut National du Patrimoine (département des restaurateurs);Conservation-restauration des biens culturels - spécialité Mobilier;spécialité Mobilier;3;0;0;0;0;0;0;0;0;0;0;0;0;2;10
Université Lyon 2 - Campus Porte des Alpes;Licence - Langues, littératures & civilisations étrangères et régionales;LLCER Allemand ? LLCER Anglais;3;0;1;0;0;0;0;0;100;0;0;0;0;4;41
Aix Marseille Université - Site d'Aix-en-Provence;Licence - Double diplôme - Licence Langues, littératures & civilisations étrangères et régionales - Double diplôme Franco-italien en partenariat avec l'Université de Naples-L'Orientale;Double diplôme Franco-italien en partenariat avec l'Université de Naples-L'Orientale;3;0;0;1;1;1;0;0;0;33;33;33;0;3;35
Université de Bourgogne - site de Nevers;Licence - Parcours d'Accès Spécifique Santé (PASS);Sciences et techniques;3;0;1;0;1;0;0;0;50;0;50;0;0;3;1215
ESAIP Angers;Formation d'ingénieur Bac + 5 - Bacs technologiques;Bacs Technologiques;3;0;0;0;1;0;0;0;0;0;100;0;0;1;39
ESAIP Aix-en-Provence;Formation d'ingénieur Bac + 5 - Bac +1/+2;Bac +1/+2;3;0;0;0;0;0;0;0;0;0;0;0;0;3;172
Université Lyon 2 - Campus Porte des Alpes;Licence - Sciences du langage;LEA Anglais Italien;3;0;2;0;0;0;0;0;100;0;0;0;0;3;65
Association Forme de Compiègne;BPJEPS - Spécialité Educateur sportif - Mention Activités aquatiques et de la natation;;3;0;0;0;0;0;0;0;0;0;0;0;0;0;7
ISEN Lille;Formation d'ingénieur Bac + 5 - Bacs technologiques;Bacs Technologiques;3;0;0;0;0;0;0;0;0;0;0;0;0;0;79
Université Lyon 2 - Campus Porte des Alpes;Licence - Langues étrangères appliquées;LEA Anglais Portugais ? Sciences du langage;3;0;0;0;0;0;0;0;0;0;0;0;0;3;41
Ecole nationale supérieure de création industrielle - Les ateliers;Formation des écoles supérieure d'art Bac + 5 - Designer textile;Designer textile;3;0;0;0;1;1;0;0;0;0;50;50;0;4;59
Lycée Edouard Branly;BTS - Production - Systèmes numériques - Option électronique et communication - Parcours Armée de Terre;Parcours Armée de Terre;3;0;1;0;0;0;0;0;100;0;0;0;0;1;126
IPSO FORMATIONS - Campus GRENOBLE;BPJEPS - Spécialité Educateur sportif - Mention Activités physiques pour tous;en 10 mois;3;0;0;0;0;0;0;0;0;0;0;0;0;0;139
IPSO FORMATIONS - Campus LYON;BPJEPS - Spécialité Educateur sportif - Mention Activités aquatiques et de la natation;;3;0;1;0;0;0;0;0;100;0;0;0;0;3;24
Centre de Ressources, d'Expertise et de Performance Sportive d'Ile de France (CREPS);BPJEPS - Spécialité Educateur sportif - Mention Activités aquatiques et de la natation;;3;0;1;0;0;0;0;0;100;0;0;0;0;3;116
Association pour le Développement Professionnel des Sportifs - ADPS;BPJEPS - Spécialité Educateur sportif - Mention Activités physiques pour tous;;3;0;1;2;0;0;0;0;33;67;0;0;0;3;116
Université de Bourgogne - site de Nevers;Licence - Parcours d'Accès Spécifique Santé (PASS);;3;0;0;1;1;1;0;0;0;33;33;33;0;3;912
ESAIP Aix-en-Provence;Formation d'ingénieur Bac + 5 - Bacs généraux - 1 Science;Bacs généraux - 1 Science;3;0;0;0;0;0;0;0;0;0;0;0;0;0;47
IPSO FORMATIONS - Campus ANNECY;BPJEPS - Spécialité Educateur sportif - Mention Activités physiques pour tous;Option : Football, Handball, Basket-ball ou Rugby - en 22 mois;3;0;0;0;0;0;0;0;0;0;0;0;0;0;180
SPE FORMATION;BPJEPS - Spécialité Educateur sportif - Mention Activités aquatiques et de la natation;;3;0;0;0;0;0;0;0;0;0;0;0;0;0;12
Institut National du Patrimoine (département des restaurateurs);Conservation-restauration des biens culturels - spécialité Arts textiles;spécialité Arts textiles;3;0;0;0;0;0;0;0;0;0;0;0;0;3;14
Lycée Rouvière;BTS - Production - Contrôle industriel et régulation automatique - Parcours Marine Nationale / Maistrance - Défense;Parcours Marine Nationale / Maistrance - Défense;3;0;0;2;0;1;0;0;0;67;0;33;0;3;56
ISTOM - Ecole supérieure d'agro-développement international;Formation d'ingénieur Bac + 5 - Bacs technologiques;Bacs Technologiques;3;0;0;0;0;0;0;0;0;0;0;0;0;0;26
ESAIP Aix-en-Provence;Formation d'ingénieur Bac + 5 - Bacs technologiques;Bacs Technologiques;3;0;1;0;1;0;0;0;50;0;50;0;0;2;45
ESAIP Angers;Formation d'ingénieur Bac + 5 - Bacs généraux - 1 Science;Bacs généraux - 1 Science;3;0;0;1;0;0;0;0;0;100;0;0;0;1;28
ESAIP Aix-en-Provence;Formation d'ingénieur Bac + 5 - Bac +1/+2;Bac +1/+2;3;0;0;0;0;0;0;0;0;0;0;0;0;1;170
Lycée Catholique St Charles;Formation d'ingénieur Bac + 5 - Bac +1/+2;Bac +1/+2;3;0;0;0;0;0;0;0;0;0;0;0;0;2;121
Association pour le Développement Professionnel des Sportifs - ADPS;DEJEPS - Spécialité Perfectionnement sportif - MentionRugby à XV;;3;0;0;0;0;0;0;0;0;0;0;0;0;0;16
Association pour le Développement Professionnel des Sportifs - ADPS;BPJEPS - Spécialité Educateur sportif - Mention Activités de la forme - Option : Haltérophilie musculation;Option : Haltérophilie musculation;3;0;0;0;0;0;0;0;0;0;0;0;0;1;83
SPE FORMATION;BPJEPS - Spécialité Educateur sportif - Mention Activités physiques pour tous;;3;0;0;0;0;0;0;0;0;0;0;0;0;0;27
IPSO FORMATIONS - Campus ANNECY;BPJEPS - Spécialité Educateur sportif - Mention Activités physiques pour tous;en 10 mois;3;0;0;1;0;0;0;0;0;100;0;0;0;2;139
IPSO FORMATIONS - Campus LYON;BPJEPS - Spécialité Educateur sportif - Mention Activités physiques pour tous;Option : Football, Handball, Basket-ball ou Rugby - en 22 mois;3;0;1;0;0;0;0;0;100;0;0;0;0;1;278
Ecole supérieure d'Agriculture - St Quentin;Formation d'ingénieur Bac + 5 - Bacs généraux - 1 Science;Bacs généraux - 1 Science;2;0;0;0;0;0;0;0;0;0;0;0;0;0;22
Université Savoie Mont Blanc - Bourget-du-Lac;Licence - Portail Sciences pour l'ingénieur - Electronique, systèmes embarqués et télécommunications;Electronique, systèmes embarqués et télécommunications;2;0;1;0;0;0;0;0;100;0;0;0;0;2;33
IUT Aix-Marseille - Site de Marseille Luminy;Formation d'ingénieur Bac + 5 - bac STL;bac STL;2;0;0;0;0;0;0;0;0;0;0;0;0;0;30
Université Paris 2 Panthéon - Assas;Licence - Double diplôme - Licence Droit - Juriste européen Paris Berlin Lisbonne;Juriste européen Paris Berlin Lisbonne;2;0;0;0;0;2;0;0;0;0;0;100;0;2;45
Centre de Ressources, d'Expertise et de Performance Sportive de Strasbourg (CREPS);BPJEPS - Spécialité Educateur sportif - Mention Activités aquatiques et de la natation;;2;0;0;0;0;0;0;0;0;0;0;0;0;2;40
ESEO Angers;Formation d'ingénieur Bac + 5 - Bac +1/+2;Bac +1/+2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;161
ESA - Ecole Supérieure d'Agricultures;Formation d'ingénieur Bac + 5 - Bacs généraux - 1 Science;Bacs généraux - 1 Science;2;0;0;0;1;1;0;0;0;0;50;50;0;2;29
Université Savoie Mont Blanc - Bourget-du-Lac;Licence - Portail Physique, chimie - Physique - Chimie (tronc commun en L1 avec Mathématiques);Physique - Chimie (tronc commun en L1 avec Mathématiques);2;0;0;0;0;0;0;0;0;0;0;0;0;2;85
Université Savoie Mont Blanc - Bourget-du-Lac;Licence - Portail Physique, chimie - Physique (tronc commun en L1 avec Mathématiques et Chimie);Physique (tronc commun en L1 avec Mathématiques et Chimie);2;0;0;0;0;0;0;0;0;0;0;0;0;0;129
Université Savoie Mont Blanc - Bourget-du-Lac;Licence - Portail Sciences pour l'ingénieur - Télécommunications et réseaux informatiques;Télécommunications et réseaux informatiques;2;0;0;0;0;0;0;0;0;0;0;0;0;1;75
CPBx (ESTIA);Formation d'ingénieur Bac + 5 - Bacs technologiques;Bacs technologiques;2;0;0;0;1;1;0;0;0;0;50;50;0;2;75
Université de Versailles - Saint Quentin en Yvelines;Licence - Portail Histoire;;2;0;1;1;0;0;0;0;50;50;0;0;0;2;86
Le Mans Université;Licence - Portail Histoire;;2;0;1;0;1;0;0;0;50;0;50;0;0;2;92
ISEN Nantes;Formation d'ingénieur Bac + 5 - Bac +1/+2;Bac +1/+2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;170
